"CO_month","datetime","CO_workingday","NO_temp","NO_atemp","NO_humidity","NO_windspeed","S_casual","S_registered","count","CO_hour","CO_day","CO_year","CO_season","CO_weather","CO_humidityQ","CO_tempQ","CO_atempQ","CO_windspeedQ","S_casualQ","S_registeredQ","CO_holiday","CN_school","NN_soleil","CN_soleilQ","NN_tendance_1","NN_tendance_2","CN_tendance_1Q","CN_tendance_2Q","S_rateregis","S_rateregisQ"
"March",2011-03-11 20:00:00,"1",12.3,15.15,56,11.0014,6,70,76,"20","Friday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(7,13]","(4,17]","(36,118]",0,0,-10.3655775743274,"(-28,1.01]",0.408743642234557,69,"[0.409,0.432]","(67,136]",0.921052631578947,"(0.889,0.923]"
"March",2011-03-11 21:00:00,"1",12.3,14.395,52,16.9979,10,43,53,"21","Friday","2011","Printemps","Nuageux","(47,62]","[0.82,13.9]","[0.76,16.7]","(13,17]","(4,17]","(36,118]",0,0,-21.8813192153829,"(-28,1.01]",0.408743642234557,69,"[0.409,0.432]","(67,136]",0.811320754716981,"(0.77,0.817]"
"March",2011-03-11 22:00:00,"1",12.3,15.15,52,11.0014,11,53,64,"22","Friday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(7,13]","(4,17]","(36,118]",0,0,-32.8658692413572,"[-74.5,-28]",0.408743642234557,69,"[0.409,0.432]","(67,136]",0.828125,"(0.817,0.855]"
"March",2011-03-11 23:00:00,"1",12.3,14.395,52,16.9979,3,34,37,"23","Friday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(13,17]","[0,4]","[0,36]",0,0,-42.7104960507022,"[-74.5,-28]",0.408743642234557,69,"[0.409,0.432]","(67,136]",0.918918918918919,"(0.889,0.923]"
"March",2011-03-12 00:00:00,"0",10.66,13.635,60,8.9981,4,30,34,"0","Saturday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-50.3797175237598,"[-74.5,-28]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.882352941176471,"(0.855,0.889]"
"March",2011-03-12 01:00:00,"0",9.84,11.365,65,12.998,3,15,18,"1","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-54.3281065477111,"[-74.5,-28]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.833333333333333,"(0.817,0.855]"
"March",2011-03-12 02:00:00,"0",9.84,11.365,65,12.998,0,14,14,"2","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-53.288754359422,"[-74.5,-28]",0.408743642234557,70,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-12 03:00:00,"0",9.84,11.365,65,16.9979,1,6,7,"3","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(13,17]","[0,4]","[0,36]",0,0,-47.6352050880138,"[-74.5,-28]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.857142857142857,"(0.855,0.889]"
"March",2011-03-12 04:00:00,"0",9.84,11.365,65,16.9979,0,1,1,"4","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(13,17]","[0,4]","[0,36]",0,0,-38.9225320620331,"[-74.5,-28]",0.408743642234557,70,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-12 05:00:00,"0",9.02,11.365,69,12.998,0,2,2,"5","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-28.514556056922,"[-74.5,-28]",0.408743642234557,70,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-12 06:00:00,"0",9.02,10.605,75,16.9979,2,2,4,"6","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(13,17]","[0,4]","[0,36]",0,0,-17.2463137574478,"(-28,1.01]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.5,"[0,0.641]"
"March",2011-03-12 07:00:00,"0",9.84,11.365,70,12.998,4,19,23,"7","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-5.61722196256033,"(-28,1.01]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.826086956521739,"(0.817,0.855]"
"March",2011-03-12 08:00:00,"0",10.66,12.88,65,11.0014,9,44,53,"8","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","(4,17]","(36,118]",0,0,6.15810132273734,"(1.01,28.9]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.830188679245283,"(0.817,0.855]"
"March",2011-03-12 09:00:00,"0",11.48,14.395,65,7.0015,25,76,101,"9","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","[0,7]","(17,49]","(36,118]",0,0,17.3904940287918,"(1.01,28.9]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.752475247524752,"(0.717,0.77]"
"March",2011-03-12 10:00:00,"0",13.12,15.15,66,15.0013,21,78,99,"10","Saturday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(13,17]","(17,49]","(36,118]",0,0,27.958029122374,"(1.01,28.9]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.787878787878788,"(0.77,0.817]"
"March",2011-03-12 11:00:00,"0",13.94,15.15,49,22.0028,36,83,119,"11","Saturday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(17,57]","(17,49]","(36,118]",0,0,37.1986341530686,"(28.9,74.4]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.697478991596639,"(0.641,0.717]"
"March",2011-03-12 12:00:00,"0",13.94,15.91,53,19.0012,51,107,158,"12","Saturday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(17,57]","(49,367]","(36,118]",0,0,44.1681306293128,"(28.9,74.4]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.677215189873418,"(0.641,0.717]"
"March",2011-03-12 13:00:00,"0",14.76,16.665,51,23.9994,62,95,157,"13","Saturday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","[0.76,16.7]","(17,57]","(49,367]","(36,118]",0,0,47.6521741669002,"(28.9,74.4]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.605095541401274,"[0,0.641]"
"March",2011-03-12 14:00:00,"0",16.4,20.455,50,30.0026,70,96,166,"14","Saturday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(36,118]",0,0,46.7694141873933,"(28.9,74.4]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.578313253012048,"[0,0.641]"
"March",2011-03-12 15:00:00,"0",17.22,21.21,44,32.9975,81,101,182,"15","Saturday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(36,118]",0,0,41.7663908835439,"(28.9,74.4]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.554945054945055,"[0,0.641]"
"March",2011-03-12 16:00:00,"0",18.86,22.725,41,30.0026,100,144,244,"16","Saturday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(118,222]",0,0,33.7683929153573,"(28.9,74.4]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.590163934426229,"[0,0.641]"
"March",2011-03-12 17:00:00,"0",18.86,22.725,44,22.0028,99,114,213,"17","Saturday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(36,118]",0,0,23.9174122880626,"(1.01,28.9]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.535211267605634,"[0,0.641]"
"March",2011-03-12 18:00:00,"0",17.22,21.21,54,11.0014,54,91,145,"18","Saturday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","(7,13]","(49,367]","(36,118]",0,0,13.0244062727295,"(1.01,28.9]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.627586206896552,"[0,0.641]"
"March",2011-03-12 19:00:00,"0",17.22,21.21,54,6.0032,26,86,112,"19","Saturday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,1.79746364584039,"(1.01,28.9]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.767857142857143,"(0.717,0.77]"
"March",2011-03-12 20:00:00,"0",16.4,20.455,58,7.0015,22,64,86,"20","Saturday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,-10.1699607276596,"(-28,1.01]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.744186046511628,"(0.717,0.77]"
"March",2011-03-12 21:00:00,"0",15.58,19.695,62,0,36,46,82,"21","Saturday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,-21.6743080973161,"(-28,1.01]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.560975609756098,"[0,0.641]"
"March",2011-03-12 22:00:00,"0",14.76,18.94,71,0,7,56,63,"22","Saturday","2011","Printemps","Beau temps","(62,77]","(13.9,20.5]","(16.7,24.2]","[0,7]","(4,17]","(36,118]",0,0,-32.6331270633071,"[-74.5,-28]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.888888888888889,"(0.855,0.889]"
"March",2011-03-12 23:00:00,"0",15.58,19.695,66,6.0032,11,38,49,"23","Saturday","2011","Printemps","Beau temps","(62,77]","(13.9,20.5]","(16.7,24.2]","[0,7]","(4,17]","(36,118]",0,0,-42.4351447119013,"[-74.5,-28]",0.408743642234557,70,"[0.409,0.432]","(67,136]",0.775510204081633,"(0.77,0.817]"
"March",2011-03-13 00:00:00,"0",15.58,19.695,62,7.0015,3,35,38,"0","Sunday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-50.0471246128843,"[-74.5,-28]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.921052631578947,"(0.889,0.923]"
"March",2011-03-13 01:00:00,"0",14.76,17.425,66,8.9981,10,23,33,"1","Sunday","2011","Printemps","Beau temps","(62,77]","(13.9,20.5]","(16.7,24.2]","(7,13]","(4,17]","[0,36]",0,0,-53.9436476311202,"[-74.5,-28]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.696969696969697,"(0.641,0.717]"
"March",2011-03-13 03:00:00,"0",13.94,16.665,76,8.9981,6,17,23,"3","Sunday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","(4,17]","[0,36]",0,0,-47.2602661617749,"[-74.5,-28]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.739130434782609,"(0.717,0.77]"
"March",2011-03-13 04:00:00,"0",13.94,16.665,66,11.0014,4,9,13,"4","Sunday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-38.5795072446893,"[-74.5,-28]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.692307692307692,"(0.641,0.717]"
"March",2011-03-13 05:00:00,"0",14.76,17.425,62,8.9981,0,3,3,"5","Sunday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","(7,13]","[0,4]","[0,36]",0,0,-28.1963272045797,"[-74.5,-28]",0.408743642234557,71,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-13 06:00:00,"0",13.94,18.18,66,0,0,2,2,"6","Sunday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-16.9426107284206,"(-28,1.01]",0.408743642234557,71,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-13 07:00:00,"0",14.76,17.425,62,12.998,2,8,10,"7","Sunday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","(7,13]","[0,4]","[0,36]",0,0,-5.31833723955916,"(-28,1.01]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.8,"(0.77,0.817]"
"March",2011-03-13 08:00:00,"0",16.4,20.455,50,19.9995,11,23,34,"8","Sunday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","(17,57]","(4,17]","[0,36]",0,0,6.45576803772929,"(1.01,28.9]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.676470588235294,"(0.641,0.717]"
"March",2011-03-13 09:00:00,"0",16.4,20.455,50,27.9993,8,36,44,"9","Sunday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","(17,57]","(4,17]","[0,36]",0,0,17.7053975366026,"(1.01,28.9]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.818181818181818,"(0.817,0.855]"
"March",2011-03-13 10:00:00,"0",17.22,21.21,47,16.9979,36,86,122,"10","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(13,17]","(17,49]","(36,118]",0,0,28.294796721564,"(1.01,28.9]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.704918032786885,"(0.641,0.717]"
"March",2011-03-13 11:00:00,"0",18.04,21.97,41,27.9993,88,93,181,"11","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(36,118]",0,0,37.5634373209059,"(28.9,74.4]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.513812154696133,"[0,0.641]"
"March",2011-03-13 12:00:00,"0",18.86,22.725,38,26.0027,74,120,194,"12","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(118,222]",0,0,44.5593243473575,"(28.9,74.4]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.618556701030928,"[0,0.641]"
"March",2011-03-13 13:00:00,"0",18.86,22.725,38,26.0027,97,124,221,"13","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(118,222]",0,0,48.050263304645,"(28.9,74.4]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.561085972850679,"[0,0.641]"
"March",2011-03-13 14:00:00,"0",18.86,22.725,41,19.9995,144,106,250,"14","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(36,118]",0,0,47.1403225562377,"(28.9,74.4]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.424,"[0,0.641]"
"March",2011-03-13 15:00:00,"0",19.68,23.485,39,22.0028,149,155,304,"15","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(118,222]",0,0,42.0872672622229,"(28.9,74.4]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.509868421052632,"[0,0.641]"
"March",2011-03-13 16:00:00,"0",18.86,22.725,41,26.0027,124,132,256,"16","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(118,222]",0,0,34.0392456754794,"(28.9,74.4]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.515625,"[0,0.641]"
"March",2011-03-13 17:00:00,"0",18.04,21.97,41,23.9994,98,143,241,"17","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(118,222]",0,0,24.1498381831269,"(1.01,28.9]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.593360995850622,"[0,0.641]"
"March",2011-03-13 18:00:00,"0",16.4,20.455,43,23.9994,55,92,147,"18","Sunday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(49,367]","(36,118]",0,0,13.2314123531677,"(1.01,28.9]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.625850340136054,"[0,0.641]"
"March",2011-03-13 19:00:00,"0",14.76,16.665,50,23.9994,28,73,101,"19","Sunday","2011","Printemps","Beau temps","(47,62]","(13.9,20.5]","[0.76,16.7]","(17,57]","(17,49]","(36,118]",0,0,1.97838948590096,"(1.01,28.9]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.722772277227723,"(0.717,0.77]"
"March",2011-03-13 20:00:00,"0",13.12,15.15,57,19.9995,23,54,77,"20","Sunday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(17,57]","(17,49]","(36,118]",0,0,-9.97463062612657,"(-28,1.01]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.701298701298701,"(0.641,0.717]"
"March",2011-03-13 21:00:00,"0",12.3,14.395,56,16.9979,9,49,58,"21","Sunday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(13,17]","(4,17]","(36,118]",0,0,-21.4671118517899,"(-28,1.01]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.844827586206897,"(0.817,0.855]"
"March",2011-03-13 22:00:00,"0",12.3,13.635,56,22.0028,8,29,37,"22","Sunday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(17,57]","(4,17]","[0,36]",0,0,-32.3997322036722,"[-74.5,-28]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.783783783783784,"(0.77,0.817]"
"March",2011-03-13 23:00:00,"0",10.66,12.88,65,15.0013,5,23,28,"23","Sunday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(13,17]","(4,17]","[0,36]",0,0,-42.1587985287456,"[-74.5,-28]",0.408743642234557,71,"[0.409,0.432]","(67,136]",0.821428571428571,"(0.817,0.855]"
"March",2011-03-14 00:00:00,"1",10.66,13.635,65,7.0015,4,7,11,"0","Monday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","[0,7]","[0,4]","[0,36]",0,0,-49.7135457395687,"[-74.5,-28]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.636363636363636,"[0,0.641]"
"March",2011-03-14 01:00:00,"1",10.66,14.395,65,6.0032,0,1,1,"1","Monday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","[0,7]","[0,4]","[0,36]",0,0,-53.5585100175745,"[-74.5,-28]",0.408743642234557,72,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-14 02:00:00,"1",10.66,14.395,65,6.0032,0,1,1,"2","Monday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","[0,7]","[0,4]","[0,36]",0,0,-52.4915504489567,"[-74.5,-28]",0.408743642234557,72,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-14 03:00:00,"1",10.66,13.635,65,8.9981,0,3,3,"3","Monday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-46.8838813466368,"[-74.5,-28]",0.408743642234557,72,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-14 05:00:00,"1",9.84,12.12,70,8.9981,0,8,8,"5","Monday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-27.8762690007439,"(-28,1.01]",0.408743642234557,72,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
"March",2011-03-14 06:00:00,"1",10.66,13.635,65,8.9981,1,27,28,"6","Monday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-16.6372419764596,"(-28,1.01]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.964285714285714,"(0.953,0.986]"
"March",2011-03-14 07:00:00,"1",11.48,15.91,61,0,4,84,88,"7","Monday","2011","Printemps","Nuageux","(47,62]","[0.82,13.9]","[0.76,16.7]","[0,7]","[0,4]","(36,118]",0,0,-5.01802685381147,"(-28,1.01]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.954545454545455,"(0.953,0.986]"
"March",2011-03-14 08:00:00,"1",12.3,15.15,56,8.9981,24,217,241,"8","Monday","2011","Printemps","Nuageux","(47,62]","[0.82,13.9]","[0.76,16.7]","(7,13]","(17,49]","(118,222]",0,0,6.75495944834348,"(1.01,28.9]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.900414937759336,"(0.889,0.923]"
"March",2011-03-14 09:00:00,"1",13.12,15.15,53,22.0028,13,127,140,"9","Monday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","(17,57]","(4,17]","(118,222]",0,0,18.0212690558239,"(1.01,28.9]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.907142857142857,"(0.889,0.923]"
"March",2011-03-14 10:00:00,"1",13.94,15.91,42,16.9979,27,57,84,"10","Monday","2011","Printemps","Beau temps","[0,47]","[0.82,13.9]","[0.76,16.7]","(13,17]","(17,49]","(36,118]",0,0,28.632358401125,"(1.01,28.9]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.678571428571429,"(0.641,0.717]"
"March",2011-03-14 11:00:00,"1",14.76,16.665,40,16.9979,26,45,71,"11","Monday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","[0.76,16.7]","(13,17]","(17,49]","(36,118]",0,0,37.929001096744,"(28.9,74.4]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.633802816901408,"[0,0.641]"
"March",2011-03-14 12:00:00,"1",15.58,19.695,37,0,40,54,94,"12","Monday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,44.9513234884537,"(28.9,74.4]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.574468085106383,"[0,0.641]"
"March",2011-03-14 13:00:00,"1",15.58,19.695,36,22.0028,24,51,75,"13","Monday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(17,57]","(17,49]","(36,118]",0,0,48.4489301934109,"(28.9,74.4]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.68,"(0.641,0.717]"
"March",2011-03-14 14:00:00,"1",15.58,19.695,34,0,27,52,79,"14","Monday","2011","Printemps","Nuageux","[0,47]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,47.5110224732278,"(28.9,74.4]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.658227848101266,"(0.641,0.717]"
"March",2011-03-14 15:00:00,"1",15.58,19.695,37,11.0014,24,77,101,"15","Monday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(36,118]",0,0,42.4071073342782,"(28.9,74.4]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.762376237623762,"(0.717,0.77]"
"March",2011-03-14 16:00:00,"1",16.4,20.455,35,7.0015,27,80,107,"16","Monday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,34.3086957612281,"(28.9,74.4]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.747663551401869,"(0.717,0.77]"
"March",2011-03-14 17:00:00,"1",15.58,19.695,40,12.998,42,229,271,"17","Monday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(222,886]",0,0,24.3809062671815,"(1.01,28.9]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.845018450184502,"(0.817,0.855]"
"March",2011-03-14 18:00:00,"1",14.76,18.18,40,7.0015,25,210,235,"18","Monday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(118,222]",0,0,13.4373502449755,"(1.01,28.9]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.893617021276596,"(0.889,0.923]"
"March",2011-03-14 19:00:00,"1",14.76,17.425,43,8.9981,17,133,150,"19","Monday","2011","Printemps","Beau temps","[0,47]","(13.9,20.5]","(16.7,24.2]","(7,13]","(4,17]","(118,222]",0,0,2.15975933010558,"(1.01,28.9]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.886666666666667,"(0.855,0.889]"
"March",2011-03-14 20:00:00,"1",13.94,15.91,46,15.0013,23,106,129,"20","Monday","2011","Printemps","Beau temps","[0,47]","[0.82,13.9]","[0.76,16.7]","(13,17]","(17,49]","(36,118]",0,0,-9.77959249316976,"(-28,1.01]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.821705426356589,"(0.817,0.855]"
"March",2011-03-14 21:00:00,"1",13.94,16.665,46,8.9981,5,58,63,"21","Monday","2011","Printemps","Beau temps","[0,47]","[0.82,13.9]","[0.76,16.7]","(7,13]","(4,17]","(36,118]",0,0,-21.259738353263,"(-28,1.01]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.920634920634921,"(0.889,0.923]"
"March",2011-03-14 22:00:00,"1",13.12,16.665,49,7.0015,4,43,47,"22","Monday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","[0,7]","[0,4]","(36,118]",0,0,-32.1657036243799,"[-74.5,-28]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.914893617021277,"(0.889,0.923]"
"March",2011-03-14 23:00:00,"1",13.12,17.425,53,0,2,17,19,"23","Monday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-41.8814980051503,"[-74.5,-28]",0.408743642234557,72,"[0.409,0.432]","(67,136]",0.894736842105263,"(0.889,0.923]"
"March",2011-03-15 00:00:00,"1",13.12,17.425,53,0,7,7,14,"0","Tuesday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","(16.7,24.2]","[0,7]","(4,17]","[0,36]",0,0,-49.3790498516649,"[-74.5,-28]",0.408743642234557,73,"[0.409,0.432]","(67,136]",0.5,"[0,0.641]"
"March",2011-03-15 01:00:00,"1",12.3,15.15,62,6.0032,4,6,10,"1","Tuesday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","[0,7]","[0,4]","[0,36]",0,0,-53.1727874277278,"[-74.5,-28]",0.408743642234557,73,"[0.409,0.432]","(67,136]",0.6,"[0,0.641]"
"March",2011-03-15 02:00:00,"1",12.3,15.15,62,6.0032,1,2,3,"2","Tuesday","2011","Printemps","Beau temps","(47,62]","[0.82,13.9]","[0.76,16.7]","[0,7]","[0,4]","[0,36]",0,0,-52.0918114926341,"[-74.5,-28]",0.408743642234557,73,"[0.409,0.432]","(67,136]",0.666666666666667,"(0.641,0.717]"
"March",2011-03-15 04:00:00,"1",9.84,12.88,75,6.0032,1,1,2,"4","Tuesday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","[0,7]","[0,4]","[0,36]",0,0,-37.8881896224749,"[-74.5,-28]",0.408743642234557,73,"[0.409,0.432]","(67,136]",0.5,"[0,0.641]"
"March",2011-03-15 05:00:00,"1",9.84,11.365,75,12.998,0,11,11,"5","Tuesday","2011","Printemps","Beau temps","(62,77]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-27.5545273977983,"(-28,1.01]",0.408743642234557,73,"[0.409,0.432]","(67,136]",1,"(0.986,1]"
