index,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,month,hour,day,year
589,2011-03-25 11:00:00,2,0,1,1,12.3,14.395,45,19.0012,March,11,Friday,2011
590,2011-03-25 12:00:00,2,0,1,1,13.12,15.15,42,16.9979,March,12,Friday,2011
591,2011-03-25 13:00:00,2,0,1,1,13.12,15.91,39,12.998,March,13,Friday,2011
592,2011-03-25 14:00:00,2,0,1,1,14.76,16.665,32,22.0028,March,14,Friday,2011
593,2011-03-25 15:00:00,2,0,1,2,13.94,15.91,36,16.9979,March,15,Friday,2011
594,2011-03-25 16:00:00,2,0,1,2,13.94,15.15,34,19.9995,March,16,Friday,2011
595,2011-03-25 17:00:00,2,0,1,2,13.12,14.395,36,23.9994,March,17,Friday,2011
596,2011-03-25 18:00:00,2,0,1,1,12.3,14.395,39,16.9979,March,18,Friday,2011
597,2011-03-25 19:00:00,2,0,1,2,12.3,14.395,36,19.0012,March,19,Friday,2011
598,2011-03-25 20:00:00,2,0,1,2,12.3,15.15,39,8.9981,March,20,Friday,2011
599,2011-03-25 21:00:00,2,0,1,2,12.3,15.15,39,11.0014,March,21,Friday,2011
600,2011-03-25 22:00:00,2,0,1,2,11.48,12.88,38,22.0028,March,22,Friday,2011
601,2011-03-25 23:00:00,2,0,1,2,10.66,12.12,38,19.0012,March,23,Friday,2011
602,2011-03-26 00:00:00,2,0,0,2,10.66,12.12,38,19.0012,March,0,Saturday,2011
603,2011-03-26 01:00:00,2,0,0,1,10.66,11.365,38,19.9995,March,1,Saturday,2011
604,2011-03-26 02:00:00,2,0,0,1,9.02,10.605,44,15.0013,March,2,Saturday,2011
605,2011-03-26 03:00:00,2,0,0,1,8.2,9.85,47,12.998,March,3,Saturday,2011
606,2011-03-26 04:00:00,2,0,0,1,9.02,10.605,44,15.0013,March,4,Saturday,2011
607,2011-03-26 05:00:00,2,0,0,1,8.2,9.85,51,12.998,March,5,Saturday,2011
608,2011-03-26 06:00:00,2,0,0,1,7.38,9.09,55,12.998,March,6,Saturday,2011
609,2011-03-26 07:00:00,2,0,0,1,8.2,9.85,51,12.998,March,7,Saturday,2011
610,2011-03-26 08:00:00,2,0,0,1,9.02,11.365,44,8.9981,March,8,Saturday,2011
611,2011-03-26 09:00:00,2,0,0,1,9.84,12.12,41,8.9981,March,9,Saturday,2011
612,2011-03-26 10:00:00,2,0,0,1,10.66,12.88,41,11.0014,March,10,Saturday,2011
613,2011-03-26 11:00:00,2,0,0,1,11.48,13.635,38,11.0014,March,11,Saturday,2011
614,2011-03-26 12:00:00,2,0,0,1,12.3,14.395,36,12.998,March,12,Saturday,2011
615,2011-03-26 13:00:00,2,0,0,1,13.12,15.15,33,15.0013,March,13,Saturday,2011
616,2011-03-26 14:00:00,2,0,0,1,13.94,15.91,29,15.0013,March,14,Saturday,2011
617,2011-03-26 15:00:00,2,0,0,1,13.94,16.665,29,12.998,March,15,Saturday,2011
618,2011-03-26 16:00:00,2,0,0,1,13.94,16.665,23,12.998,March,16,Saturday,2011
619,2011-03-26 17:00:00,2,0,0,1,13.12,15.15,24,15.0013,March,17,Saturday,2011
620,2011-03-26 18:00:00,2,0,0,2,13.12,15.91,21,11.0014,March,18,Saturday,2011
621,2011-03-26 19:00:00,2,0,0,2,11.48,13.635,45,16.9979,March,19,Saturday,2011
622,2011-03-26 20:00:00,2,0,0,2,11.48,13.635,45,16.9979,March,20,Saturday,2011
623,2011-03-26 21:00:00,2,0,0,2,10.66,12.88,44,12.998,March,21,Saturday,2011
624,2011-03-26 22:00:00,2,0,0,2,11.48,13.635,41,15.0013,March,22,Saturday,2011
625,2011-03-26 23:00:00,2,0,0,2,10.66,12.12,44,19.0012,March,23,Saturday,2011
626,2011-03-27 00:00:00,2,0,0,2,10.66,12.88,41,11.0014,March,0,Sunday,2011
627,2011-03-27 01:00:00,2,0,0,2,9.84,11.365,52,12.998,March,1,Sunday,2011
628,2011-03-27 02:00:00,2,0,0,3,9.02,11.365,55,12.998,March,2,Sunday,2011
629,2011-03-27 03:00:00,2,0,0,3,8.2,9.85,69,15.0013,March,3,Sunday,2011
630,2011-03-27 04:00:00,2,0,0,3,7.38,9.85,74,11.0014,March,4,Sunday,2011
631,2011-03-27 06:00:00,2,0,0,3,6.56,9.09,86,8.9981,March,6,Sunday,2011
632,2011-03-27 07:00:00,2,0,0,3,6.56,8.335,86,11.0014,March,7,Sunday,2011
633,2011-03-27 08:00:00,2,0,0,1,8.2,9.85,69,15.0013,March,8,Sunday,2011
634,2011-03-27 09:00:00,2,0,0,1,9.02,11.365,55,8.9981,March,9,Sunday,2011
635,2011-03-27 10:00:00,2,0,0,2,9.02,10.605,55,15.0013,March,10,Sunday,2011
636,2011-03-27 11:00:00,2,0,0,2,9.84,12.12,48,11.0014,March,11,Sunday,2011
637,2011-03-27 12:00:00,2,0,0,2,10.66,12.88,44,15.0013,March,12,Sunday,2011
638,2011-03-27 13:00:00,2,0,0,1,12.3,14.395,39,15.0013,March,13,Sunday,2011
639,2011-03-27 14:00:00,2,0,0,1,13.12,15.91,36,11.0014,March,14,Sunday,2011
640,2011-03-27 15:00:00,2,0,0,1,13.12,15.15,36,19.0012,March,15,Sunday,2011
641,2011-03-27 16:00:00,2,0,0,1,13.94,16.665,34,0.0,March,16,Sunday,2011
642,2011-03-27 17:00:00,2,0,0,1,13.12,15.15,31,16.9979,March,17,Sunday,2011
643,2011-03-27 18:00:00,2,0,0,1,12.3,14.395,33,12.998,March,18,Sunday,2011
644,2011-03-27 19:00:00,2,0,0,1,12.3,14.395,31,15.0013,March,19,Sunday,2011
645,2011-03-27 20:00:00,2,0,0,1,11.48,13.635,36,11.0014,March,20,Sunday,2011
646,2011-03-27 21:00:00,2,0,0,1,10.66,12.88,41,11.0014,March,21,Sunday,2011
647,2011-03-27 22:00:00,2,0,0,1,10.66,12.88,41,11.0014,March,22,Sunday,2011
648,2011-03-27 23:00:00,2,0,0,1,10.66,12.88,44,12.998,March,23,Sunday,2011
649,2011-03-28 00:00:00,2,0,1,1,9.02,11.365,55,12.998,March,0,Monday,2011
650,2011-03-28 01:00:00,2,0,1,1,9.02,11.365,44,12.998,March,1,Monday,2011
651,2011-03-28 02:00:00,2,0,1,1,9.02,11.365,44,11.0014,March,2,Monday,2011
652,2011-03-28 03:00:00,2,0,1,1,9.02,11.365,44,11.0014,March,3,Monday,2011
653,2011-03-28 05:00:00,2,0,1,1,7.38,9.09,43,12.998,March,5,Monday,2011
654,2011-03-28 06:00:00,2,0,1,1,7.38,8.335,34,19.0012,March,6,Monday,2011
655,2011-03-28 07:00:00,2,0,1,1,8.2,9.09,32,22.0028,March,7,Monday,2011
656,2011-03-28 08:00:00,2,0,1,1,8.2,9.85,34,15.0013,March,8,Monday,2011
657,2011-03-28 09:00:00,2,0,1,2,9.02,10.605,32,15.0013,March,9,Monday,2011
658,2011-03-28 10:00:00,2,0,1,1,9.84,11.365,30,12.998,March,10,Monday,2011
659,2011-03-28 11:00:00,2,0,1,2,10.66,12.12,30,19.0012,March,11,Monday,2011
660,2011-03-28 12:00:00,2,0,1,2,10.66,13.635,25,0.0,March,12,Monday,2011
661,2011-03-28 13:00:00,2,0,1,2,12.3,14.395,24,15.0013,March,13,Monday,2011
662,2011-03-28 14:00:00,2,0,1,1,13.12,15.15,22,15.0013,March,14,Monday,2011
663,2011-03-28 15:00:00,2,0,1,1,13.12,15.15,24,19.0012,March,15,Monday,2011
664,2011-03-28 16:00:00,2,0,1,1,13.94,15.91,23,15.0013,March,16,Monday,2011
665,2011-03-28 17:00:00,2,0,1,1,13.94,15.15,23,19.9995,March,17,Monday,2011
666,2011-03-28 18:00:00,2,0,1,1,13.12,15.15,21,19.0012,March,18,Monday,2011
667,2011-03-28 19:00:00,2,0,1,1,12.3,15.15,22,8.9981,March,19,Monday,2011
668,2011-03-28 20:00:00,2,0,1,1,13.12,16.665,22,7.0015,March,20,Monday,2011
669,2011-03-28 21:00:00,2,0,1,1,13.12,16.665,21,8.9981,March,21,Monday,2011
670,2011-03-28 22:00:00,2,0,1,1,12.3,14.395,22,15.0013,March,22,Monday,2011
671,2011-03-28 23:00:00,2,0,1,1,11.48,12.88,24,19.9995,March,23,Monday,2011
672,2011-03-29 00:00:00,2,0,1,1,10.66,11.365,28,22.0028,March,0,Tuesday,2011
673,2011-03-29 01:00:00,2,0,1,1,9.84,10.605,32,19.9995,March,1,Tuesday,2011
674,2011-03-29 02:00:00,2,0,1,1,9.84,10.605,32,19.9995,March,2,Tuesday,2011
675,2011-03-29 03:00:00,2,0,1,1,9.84,10.605,32,19.9995,March,3,Tuesday,2011
676,2011-03-29 04:00:00,2,0,1,1,8.2,10.605,44,11.0014,March,4,Tuesday,2011
677,2011-03-29 05:00:00,2,0,1,1,9.02,10.605,37,16.9979,March,5,Tuesday,2011
678,2011-03-29 06:00:00,2,0,1,1,9.02,10.605,41,19.9995,March,6,Tuesday,2011
679,2011-03-29 07:00:00,2,0,1,1,9.02,9.85,41,23.9994,March,7,Tuesday,2011
680,2011-03-29 08:00:00,2,0,1,1,9.84,10.605,35,23.9994,March,8,Tuesday,2011
681,2011-03-29 09:00:00,2,0,1,1,11.48,12.88,28,26.0027,March,9,Tuesday,2011
682,2011-03-29 10:00:00,2,0,1,1,12.3,13.635,24,19.9995,March,10,Tuesday,2011
683,2011-03-29 11:00:00,2,0,1,2,13.94,15.15,25,26.0027,March,11,Tuesday,2011
684,2011-03-29 12:00:00,2,0,1,1,13.94,16.665,25,11.0014,March,12,Tuesday,2011
685,2011-03-29 13:00:00,2,0,1,1,13.94,15.15,25,19.9995,March,13,Tuesday,2011
686,2011-03-29 14:00:00,2,0,1,1,14.76,16.665,25,16.9979,March,14,Tuesday,2011
687,2011-03-29 15:00:00,2,0,1,1,15.58,19.695,25,15.0013,March,15,Tuesday,2011
688,2011-03-29 16:00:00,2,0,1,1,15.58,19.695,22,11.0014,March,16,Tuesday,2011
689,2011-03-29 17:00:00,2,0,1,1,16.4,20.455,20,8.9981,March,17,Tuesday,2011
690,2011-03-29 18:00:00,2,0,1,1,14.76,18.18,21,6.0032,March,18,Tuesday,2011
691,2011-03-29 19:00:00,2,0,1,1,13.94,16.665,23,12.998,March,19,Tuesday,2011
692,2011-03-29 20:00:00,2,0,1,1,14.76,18.18,21,6.0032,March,20,Tuesday,2011
693,2011-03-29 21:00:00,2,0,1,1,13.94,18.18,42,0.0,March,21,Tuesday,2011
694,2011-03-29 22:00:00,2,0,1,1,13.94,18.18,49,0.0,March,22,Tuesday,2011
695,2011-03-29 23:00:00,2,0,1,2,13.12,16.665,57,7.0015,March,23,Tuesday,2011
696,2011-03-30 00:00:00,2,0,1,2,13.12,17.425,57,0.0,March,0,Wednesday,2011
697,2011-03-30 01:00:00,2,0,1,1,13.12,17.425,39,0.0,March,1,Wednesday,2011
698,2011-03-30 02:00:00,2,0,1,2,13.12,17.425,57,0.0,March,2,Wednesday,2011
699,2011-03-30 03:00:00,2,0,1,2,13.12,17.425,49,0.0,March,3,Wednesday,2011
700,2011-03-30 04:00:00,2,0,1,2,13.12,17.425,57,0.0,March,4,Wednesday,2011
701,2011-03-30 05:00:00,2,0,1,2,12.3,14.395,56,12.998,March,5,Wednesday,2011
702,2011-03-30 06:00:00,2,0,1,2,12.3,15.15,49,8.9981,March,6,Wednesday,2011
703,2011-03-30 07:00:00,2,0,1,2,13.12,16.665,45,7.0015,March,7,Wednesday,2011
704,2011-03-30 08:00:00,2,0,1,2,13.12,15.91,49,11.0014,March,8,Wednesday,2011
705,2011-03-30 09:00:00,2,0,1,2,13.12,15.15,45,15.0013,March,9,Wednesday,2011
706,2011-03-30 10:00:00,2,0,1,2,13.94,15.91,46,15.0013,March,10,Wednesday,2011
707,2011-03-30 11:00:00,2,0,1,2,13.94,15.91,46,16.9979,March,11,Wednesday,2011
708,2011-03-30 12:00:00,2,0,1,2,13.94,16.665,46,11.0014,March,12,Wednesday,2011
709,2011-03-30 13:00:00,2,0,1,2,14.76,17.425,46,15.0013,March,13,Wednesday,2011
710,2011-03-30 14:00:00,2,0,1,2,14.76,16.665,46,19.9995,March,14,Wednesday,2011
711,2011-03-30 15:00:00,2,0,1,3,11.48,12.88,81,19.9995,March,15,Wednesday,2011
712,2011-03-30 16:00:00,2,0,1,3,11.48,13.635,87,16.9979,March,16,Wednesday,2011
713,2011-03-30 17:00:00,2,0,1,3,10.66,13.635,93,7.0015,March,17,Wednesday,2011
714,2011-03-30 18:00:00,2,0,1,2,10.66,12.88,93,15.0013,March,18,Wednesday,2011
715,2011-03-30 19:00:00,2,0,1,2,10.66,12.88,93,15.0013,March,19,Wednesday,2011
716,2011-03-30 20:00:00,2,0,1,3,9.84,10.605,93,19.9995,March,20,Wednesday,2011
717,2011-03-30 21:00:00,2,0,1,2,9.84,11.365,93,16.9979,March,21,Wednesday,2011
718,2011-03-30 22:00:00,2,0,1,3,9.84,11.365,93,15.0013,March,22,Wednesday,2011
719,2011-03-30 23:00:00,2,0,1,3,9.84,10.605,93,19.0012,March,23,Wednesday,2011
720,2011-03-31 00:00:00,2,0,1,3,9.84,11.365,93,15.0013,March,0,Thursday,2011
721,2011-03-31 01:00:00,2,0,1,3,9.84,11.365,93,12.998,March,1,Thursday,2011
722,2011-03-31 02:00:00,2,0,1,3,9.84,11.365,93,12.998,March,2,Thursday,2011
723,2011-03-31 03:00:00,2,0,1,3,9.84,11.365,93,15.0013,March,3,Thursday,2011
724,2011-03-31 04:00:00,2,0,1,3,9.84,11.365,93,16.9979,March,4,Thursday,2011
725,2011-03-31 05:00:00,2,0,1,3,9.84,11.365,93,15.0013,March,5,Thursday,2011
726,2011-03-31 06:00:00,2,0,1,3,9.84,10.605,93,19.9995,March,6,Thursday,2011
727,2011-03-31 07:00:00,2,0,1,3,9.84,11.365,93,16.9979,March,7,Thursday,2011
728,2011-03-31 08:00:00,2,0,1,2,9.84,11.365,100,16.9979,March,8,Thursday,2011
729,2011-03-31 09:00:00,2,0,1,3,10.66,12.12,93,16.9979,March,9,Thursday,2011
730,2011-03-31 10:00:00,2,0,1,3,10.66,12.12,93,16.9979,March,10,Thursday,2011
731,2011-03-31 11:00:00,2,0,1,3,11.48,13.635,93,12.998,March,11,Thursday,2011
732,2011-03-31 12:00:00,2,0,1,3,11.48,13.635,93,12.998,March,12,Thursday,2011
733,2011-03-31 13:00:00,2,0,1,3,12.3,15.15,87,8.9981,March,13,Thursday,2011
734,2011-03-31 14:00:00,2,0,1,3,12.3,15.15,87,8.9981,March,14,Thursday,2011
735,2011-03-31 15:00:00,2,0,1,3,12.3,13.635,87,19.9995,March,15,Thursday,2011
736,2011-03-31 16:00:00,2,0,1,2,12.3,14.395,87,16.9979,March,16,Thursday,2011
737,2011-03-31 17:00:00,2,0,1,2,12.3,14.395,87,16.9979,March,17,Thursday,2011
738,2011-03-31 18:00:00,2,0,1,2,12.3,15.15,87,8.9981,March,18,Thursday,2011
739,2011-03-31 19:00:00,2,0,1,2,12.3,15.15,87,8.9981,March,19,Thursday,2011
740,2011-03-31 20:00:00,2,0,1,3,11.48,12.88,93,19.0012,March,20,Thursday,2011
741,2011-03-31 21:00:00,2,0,1,2,11.48,13.635,93,11.0014,March,21,Thursday,2011
742,2011-03-31 22:00:00,2,0,1,3,11.48,13.635,93,16.9979,March,22,Thursday,2011
743,2011-03-31 23:00:00,2,0,1,3,10.66,12.88,100,11.0014,March,23,Thursday,2011
744,2011-04-20 00:00:00,2,0,1,1,18.04,21.97,88,8.9981,April,0,Wednesday,2011
745,2011-04-20 01:00:00,2,0,1,1,17.22,21.21,94,11.0014,April,1,Wednesday,2011
746,2011-04-20 02:00:00,2,0,1,1,17.22,21.21,94,11.0014,April,2,Wednesday,2011
747,2011-04-20 03:00:00,2,0,1,1,17.22,21.21,94,0.0,April,3,Wednesday,2011
748,2011-04-20 04:00:00,2,0,1,1,16.4,20.455,100,7.0015,April,4,Wednesday,2011
749,2011-04-20 05:00:00,2,0,1,1,16.4,20.455,94,12.998,April,5,Wednesday,2011
750,2011-04-20 06:00:00,2,0,1,1,17.22,21.21,94,11.0014,April,6,Wednesday,2011
751,2011-04-20 07:00:00,2,0,1,1,18.04,21.97,94,0.0,April,7,Wednesday,2011
752,2011-04-20 08:00:00,2,0,1,1,25.42,30.305,69,31.0009,April,8,Wednesday,2011
753,2011-04-20 09:00:00,2,0,1,1,27.06,31.06,61,19.0012,April,9,Wednesday,2011
754,2011-04-20 10:00:00,2,0,1,1,25.42,30.305,69,6.0032,April,10,Wednesday,2011
755,2011-04-20 11:00:00,2,0,1,1,25.42,30.305,69,6.0032,April,11,Wednesday,2011
756,2011-04-20 12:00:00,2,0,1,1,28.7,32.575,48,26.0027,April,12,Wednesday,2011
757,2011-04-20 13:00:00,2,0,1,1,28.7,32.575,48,26.0027,April,13,Wednesday,2011
758,2011-04-20 14:00:00,2,0,1,1,30.34,32.575,40,31.0009,April,14,Wednesday,2011
759,2011-04-20 15:00:00,2,0,1,2,31.16,33.335,35,23.9994,April,15,Wednesday,2011
760,2011-04-20 16:00:00,2,0,1,2,31.16,33.335,35,23.9994,April,16,Wednesday,2011
761,2011-04-20 17:00:00,2,0,1,2,30.34,32.575,37,27.9993,April,17,Wednesday,2011
762,2011-04-20 18:00:00,2,0,1,1,30.34,32.575,30,23.9994,April,18,Wednesday,2011
763,2011-04-20 19:00:00,2,0,1,1,28.7,31.82,32,16.9979,April,19,Wednesday,2011
764,2011-04-20 20:00:00,2,0,1,1,27.88,31.06,32,7.0015,April,20,Wednesday,2011
765,2011-04-20 21:00:00,2,0,1,1,27.06,31.06,36,19.0012,April,21,Wednesday,2011
766,2011-04-20 22:00:00,2,0,1,1,25.42,31.06,41,16.9979,April,22,Wednesday,2011
767,2011-04-20 23:00:00,2,0,1,1,24.6,31.06,40,22.0028,April,23,Wednesday,2011
768,2011-04-21 00:00:00,2,0,1,1,22.96,26.515,43,23.9994,April,0,Thursday,2011
769,2011-04-21 01:00:00,2,0,1,1,21.32,25.0,45,15.0013,April,1,Thursday,2011
770,2011-04-21 02:00:00,2,0,1,1,20.5,24.24,42,26.0027,April,2,Thursday,2011
771,2011-04-21 03:00:00,2,0,1,2,18.86,22.725,51,31.0009,April,3,Thursday,2011
772,2011-04-21 04:00:00,2,0,1,2,18.04,21.97,54,30.0026,April,4,Thursday,2011
773,2011-04-21 05:00:00,2,0,1,2,17.22,21.21,54,36.9974,April,5,Thursday,2011
774,2011-04-21 06:00:00,2,0,1,2,16.4,20.455,58,39.0007,April,6,Thursday,2011
775,2011-04-21 07:00:00,2,0,1,2,17.22,21.21,47,31.0009,April,7,Thursday,2011
776,2011-04-21 08:00:00,2,0,1,2,16.4,20.455,50,32.9975,April,8,Thursday,2011
777,2011-04-21 09:00:00,2,0,1,2,17.22,21.21,47,19.0012,April,9,Thursday,2011
778,2011-04-21 10:00:00,2,0,1,1,17.22,21.21,44,23.9994,April,10,Thursday,2011
779,2011-04-21 11:00:00,2,0,1,1,18.04,21.97,41,19.0012,April,11,Thursday,2011
780,2011-04-21 12:00:00,2,0,1,1,18.86,22.725,38,11.0014,April,12,Thursday,2011
781,2011-04-21 13:00:00,2,0,1,1,19.68,23.485,33,22.0028,April,13,Thursday,2011
782,2011-04-21 14:00:00,2,0,1,1,20.5,24.24,34,26.0027,April,14,Thursday,2011
783,2011-04-21 15:00:00,2,0,1,1,21.32,25.0,29,27.9993,April,15,Thursday,2011
784,2011-04-21 16:00:00,2,0,1,1,21.32,25.0,27,23.9994,April,16,Thursday,2011
785,2011-04-21 17:00:00,2,0,1,1,20.5,24.24,29,11.0014,April,17,Thursday,2011
786,2011-04-21 18:00:00,2,0,1,1,20.5,24.24,25,19.0012,April,18,Thursday,2011
787,2011-04-21 19:00:00,2,0,1,1,18.86,22.725,28,19.0012,April,19,Thursday,2011
788,2011-04-21 20:00:00,2,0,1,1,18.04,21.97,30,8.9981,April,20,Thursday,2011
789,2011-04-21 21:00:00,2,0,1,1,17.22,21.21,47,12.998,April,21,Thursday,2011
790,2011-04-21 22:00:00,2,0,1,1,17.22,21.21,38,6.0032,April,22,Thursday,2011
791,2011-04-21 23:00:00,2,0,1,1,16.4,20.455,43,7.0015,April,23,Thursday,2011
792,2011-04-22 00:00:00,2,0,1,1,14.76,17.425,62,12.998,April,0,Friday,2011
793,2011-04-22 01:00:00,2,0,1,1,14.76,16.665,53,16.9979,April,1,Friday,2011
794,2011-04-22 02:00:00,2,0,1,1,14.76,16.665,53,19.9995,April,2,Friday,2011
795,2011-04-22 03:00:00,2,0,1,1,14.76,16.665,53,19.9995,April,3,Friday,2011
796,2011-04-22 04:00:00,2,0,1,1,13.94,15.91,53,19.0012,April,4,Friday,2011
797,2011-04-22 05:00:00,2,0,1,1,13.94,15.91,53,15.0013,April,5,Friday,2011
798,2011-04-22 06:00:00,2,0,1,1,13.94,15.91,53,19.0012,April,6,Friday,2011
799,2011-04-22 07:00:00,2,0,1,2,13.94,15.91,53,19.0012,April,7,Friday,2011
800,2011-04-22 08:00:00,2,0,1,2,13.94,15.91,53,16.9979,April,8,Friday,2011
801,2011-04-22 09:00:00,2,0,1,3,13.94,15.15,61,19.9995,April,9,Friday,2011
802,2011-04-22 10:00:00,2,0,1,2,14.76,17.425,62,12.998,April,10,Friday,2011
803,2011-04-22 11:00:00,2,0,1,3,13.94,16.665,66,12.998,April,11,Friday,2011
804,2011-04-22 12:00:00,2,0,1,3,13.94,16.665,76,8.9981,April,12,Friday,2011
805,2011-04-22 13:00:00,2,0,1,3,13.94,16.665,87,12.998,April,13,Friday,2011
806,2011-04-22 14:00:00,2,0,1,3,13.94,15.91,87,16.9979,April,14,Friday,2011
807,2011-04-22 15:00:00,2,0,1,3,13.94,16.665,87,12.998,April,15,Friday,2011
808,2011-04-22 16:00:00,2,0,1,3,13.94,16.665,87,8.9981,April,16,Friday,2011
809,2011-04-22 17:00:00,2,0,1,3,13.12,15.15,93,15.0013,April,17,Friday,2011
810,2011-04-22 18:00:00,2,0,1,3,13.12,15.15,93,15.0013,April,18,Friday,2011
811,2011-04-22 19:00:00,2,0,1,3,13.12,15.15,93,15.0013,April,19,Friday,2011
812,2011-04-22 20:00:00,2,0,1,3,13.12,15.15,87,15.0013,April,20,Friday,2011
813,2011-04-22 21:00:00,2,0,1,3,12.3,15.15,93,11.0014,April,21,Friday,2011
814,2011-04-22 22:00:00,2,0,1,3,12.3,15.15,100,8.9981,April,22,Friday,2011
815,2011-04-22 23:00:00,2,0,1,3,13.12,16.665,93,7.0015,April,23,Friday,2011
816,2011-04-23 00:00:00,2,0,0,2,13.12,15.91,100,12.998,April,0,Saturday,2011
817,2011-04-23 01:00:00,2,0,0,2,13.12,15.91,100,12.998,April,1,Saturday,2011
818,2011-04-23 02:00:00,2,0,0,3,13.12,16.665,100,8.9981,April,2,Saturday,2011
819,2011-04-23 03:00:00,2,0,0,3,13.12,16.665,100,6.0032,April,3,Saturday,2011
820,2011-04-23 04:00:00,2,0,0,3,13.94,18.18,100,0.0,April,4,Saturday,2011
821,2011-04-23 05:00:00,2,0,0,3,13.94,18.18,100,0.0,April,5,Saturday,2011
822,2011-04-23 06:00:00,2,0,0,2,13.94,16.665,100,11.0014,April,6,Saturday,2011
823,2011-04-23 07:00:00,2,0,0,3,13.94,16.665,100,11.0014,April,7,Saturday,2011
824,2011-04-23 08:00:00,2,0,0,2,14.76,16.665,100,16.9979,April,8,Saturday,2011
825,2011-04-23 09:00:00,2,0,0,2,15.58,19.695,94,19.9995,April,9,Saturday,2011
826,2011-04-23 10:00:00,2,0,0,2,17.22,21.21,88,15.0013,April,10,Saturday,2011
827,2011-04-23 11:00:00,2,0,0,2,18.86,22.725,88,15.0013,April,11,Saturday,2011
828,2011-04-23 12:00:00,2,0,0,1,21.32,25.0,83,27.9993,April,12,Saturday,2011
829,2011-04-23 13:00:00,2,0,0,1,21.32,25.0,83,26.0027,April,13,Saturday,2011
830,2011-04-23 14:00:00,2,0,0,1,23.78,27.275,78,23.9994,April,14,Saturday,2011
831,2011-04-23 15:00:00,2,0,0,1,24.6,29.545,73,26.0027,April,15,Saturday,2011
832,2011-04-23 16:00:00,2,0,0,1,24.6,29.545,73,19.0012,April,16,Saturday,2011
833,2011-04-23 17:00:00,2,0,0,1,24.6,29.545,73,22.0028,April,17,Saturday,2011
834,2011-04-23 18:00:00,2,0,0,1,23.78,27.275,78,12.998,April,18,Saturday,2011
835,2011-04-23 19:00:00,2,0,0,1,22.96,26.515,83,19.0012,April,19,Saturday,2011
836,2011-04-23 20:00:00,2,0,0,2,22.14,25.76,88,16.9979,April,20,Saturday,2011
837,2011-04-23 21:00:00,2,0,0,2,22.96,26.515,83,19.0012,April,21,Saturday,2011
838,2011-04-23 22:00:00,2,0,0,2,23.78,27.275,78,16.9979,April,22,Saturday,2011
839,2011-04-23 23:00:00,2,0,0,2,22.14,25.76,88,11.0014,April,23,Saturday,2011
840,2011-04-24 00:00:00,2,0,0,1,21.32,25.0,83,15.0013,April,0,Sunday,2011
841,2011-04-24 01:00:00,2,0,0,1,20.5,24.24,88,12.998,April,1,Sunday,2011
842,2011-04-24 02:00:00,2,0,0,1,20.5,24.24,88,12.998,April,2,Sunday,2011
843,2011-04-24 03:00:00,2,0,0,1,20.5,24.24,94,6.0032,April,3,Sunday,2011
844,2011-04-24 04:00:00,2,0,0,1,20.5,24.24,94,6.0032,April,4,Sunday,2011
845,2011-04-24 05:00:00,2,0,0,1,20.5,24.24,94,6.0032,April,5,Sunday,2011
846,2011-04-24 06:00:00,2,0,0,2,20.5,24.24,100,0.0,April,6,Sunday,2011
847,2011-04-24 07:00:00,2,0,0,2,20.5,24.24,100,0.0,April,7,Sunday,2011
848,2011-04-24 08:00:00,2,0,0,1,21.32,25.0,94,15.0013,April,8,Sunday,2011
849,2011-04-24 09:00:00,2,0,0,1,22.96,26.515,88,16.9979,April,9,Sunday,2011
850,2011-04-24 10:00:00,2,0,0,1,24.6,28.79,78,11.0014,April,10,Sunday,2011
851,2011-04-24 11:00:00,2,0,0,1,27.06,31.06,65,8.9981,April,11,Sunday,2011
852,2011-04-24 12:00:00,2,0,0,1,27.88,31.82,65,16.9979,April,12,Sunday,2011
853,2011-04-24 13:00:00,2,0,0,1,28.7,32.575,58,19.0012,April,13,Sunday,2011
854,2011-04-24 14:00:00,2,0,0,1,28.7,32.575,54,22.0028,April,14,Sunday,2011
855,2011-04-24 15:00:00,2,0,0,1,27.06,31.06,61,16.9979,April,15,Sunday,2011
856,2011-04-24 16:00:00,2,0,0,1,30.34,33.335,48,26.0027,April,16,Sunday,2011
857,2011-04-24 17:00:00,2,0,0,1,27.06,31.06,65,19.9995,April,17,Sunday,2011
858,2011-04-24 18:00:00,2,0,0,1,26.24,30.305,69,11.0014,April,18,Sunday,2011
859,2011-04-24 19:00:00,2,0,0,3,24.6,28.03,83,19.0012,April,19,Sunday,2011
860,2011-04-24 20:00:00,2,0,0,3,24.6,28.03,83,19.0012,April,20,Sunday,2011
861,2011-04-24 21:00:00,2,0,0,3,22.14,25.76,94,11.0014,April,21,Sunday,2011
862,2011-04-24 22:00:00,2,0,0,3,22.14,25.76,100,11.0014,April,22,Sunday,2011
863,2011-04-24 23:00:00,2,0,0,3,22.14,25.76,100,6.0032,April,23,Sunday,2011
864,2011-04-25 00:00:00,2,0,1,3,21.32,25.0,100,0.0,April,0,Monday,2011
865,2011-04-25 01:00:00,2,0,1,1,22.14,25.76,100,6.0032,April,1,Monday,2011
866,2011-04-25 02:00:00,2,0,1,1,22.14,25.76,100,6.0032,April,2,Monday,2011
867,2011-04-25 03:00:00,2,0,1,2,20.5,24.24,100,7.0015,April,3,Monday,2011
868,2011-04-25 04:00:00,2,0,1,2,21.32,25.0,100,0.0,April,4,Monday,2011
